FTITLE,FDESC,TYPE
一千零一夜,人们在淘宝上寻找着各式各样的商品，也在寻找着各式各样的满足，淘宝如一个琳琅满目的帐篷，是百万个梦的入口，美食的味道也是故事的味道。美食能填饱肚子，故事能填满人心，夜深了，讲一个故事，满一个人心。,奇幻
快乐星球 第一部,丁凯乐是现实生活中某小学四年级的学生，像中国大多数10岁左右的孩子一样，他的生活平静、普通而且按部就班。但是由于他的性格内向、胆小怕事，在学校他经常被班里几个调皮的同学金刚、胖哥和小九九欺负，乐乐惹不起他们，只好忍气吞声。乐乐觉得上学没意思透了，对学习也一直提不起兴趣。一次偶然的机会，烦躁的乐乐在键盘上胡乱敲打，电脑显示屏上无意间出现了“快乐星球”的搜索指引。在强烈的好奇心驱使下，乐乐点击了回车键，刹那间一股强烈的吸引力把他带到了一个陌生的环境。经过“快乐星球”的三个小朋友——多面体、莲蓉包和冰柠檬对乐乐的测试，乐乐完全符合快乐星球帮助的要求。 　　从此以后，每当乐乐遇到困难，他首先想到的就是快乐星球的三个好朋友，在“老玩童爷爷”的指导下，多面体、莲蓉包和冰柠檬运用自己的智慧和一个个的小发明，帮助乐乐度过了一个个难关。,奇幻
快乐星球 第三部,黑暗星球首领发现008号机器人被快乐星球改造，更加仇视快乐星球，暗中策划对快乐星球发动致命攻击。与此同时，老顽童爷爷也在苦苦寻找新的能量源，力图阻止黑暗星球称霸宇宙的野心。 　　周晓航是一个小学四年级的学生，他看了《快乐星球》以后，坚信快乐星球的存在，他决心找到这个美好的地方，为此常常受到同学们的嘲笑。快放暑假了，他和几个小同学组成了暑期爱心活动小组，他想在假期里完成找到快乐星球的心愿。 　　一天，周晓航手里的一枚古币引起了老顽童和黑暗星球首领的注意，因为根据史料记载，古币背后隐藏着一个巨大的秘密，但这个秘密究竟是什么，谁也说不清楚。为了揭开古币之迷，老顽童爷爷派遣棒棒、首领派遣千面人来到地球，来到周晓航的身边。棒棒混入了晓航的活动小组，千面人也以不同的身份接近晓航，从此引发了一系列惊险、有趣的故事……,奇幻
英雄重生,一年前，在德克萨斯州敖德萨发生的恐怖袭击，令人难以忘记。那次袭击摧毁了这座城市，造成了悲剧性的事件，也增长了隐藏在黑暗中的邪恶力量。不过，正义的使者就在此时回归，一场正义与邪恶的对抗即将拉开序幕。,
十品官吴山羊,上门女婿吴山羊当上了既穷且乱又封闭的井底村的村民组长。为带领大伙挖穷根，他使出浑身解数，在家长里短中断案立信，处理了一个又一个小到鸡毛蒜皮、大到人命关天的事件。,农村
老旦是一棵树,寡妇甘草深爱着刀客八墩，小商贩骆驼深爱着寡妇甘草，刀客八墩被土匪麻九所要挟，不能和甘草过上好生活，八墩决定除掉麻九，设计和麻九甩刀子赌命。骆驼为让自己深爱的女人过上向往的生活，舍身杀了麻九，给了刀客八墩一条命。,农村
破天荒,一九五八年抗美援朝的硝烟尚未散尽，中央军委发布了开发北大荒，建设大粮仓，保证共和国粮食安全的命令。上甘岭的战斗英雄贾述生、高大喜、方春、席皮等就带着使命马不停蹄地挺进北大荒，一大批来自山东、四川等地的支边女青年也揣着梦想走进了陌生的人生旅途。他们在长满荆棘的亘古荒原上“安营扎寨”、“屯荒戌边”。曾暗恋贾述生七年的县妇联主任魏晓兰，千里奔波，追到贾述生所在的光荣农场，却发现贾述生仍然深爱着多年没有音信的马春霞，而粗人高大喜也同曾是舞蹈演员的姜苗苗订了海誓山盟。魏晓兰失望之余，被迫嫁给了自己并不爱的男人方春……,
湖光山色,《湖光山色》以河南社会主义新农村建设时期和南水北调为背景，描绘了当代中原地区农村现代化进程中的痛苦、欢乐和希望，讴歌了中国传统文化中人与人、人与自然和谐发展的优秀传统理念，是一部带有浓厚乡土气息、怀乡感情的现实主义电视剧。,农村
温州一家人,《温州一家人》以一户人家的命运沉浮，两段各异的人生轨迹，贯穿了改革开放30年的进程，见证了一段高速运转和变化中的当代中国断代史。故事始于上世纪八十年代初期，改革开放的春风已经率先吹绿了中国南方，个体经济如雨后春笋般遍地开放，家住瑞安古树村的周万顺召开家庭会议，宣布了一个石破天惊的决定：一是卖掉房子让13岁的女儿阿雨跟随表舅去意大利上学，二是他和媳妇赵银花带着16岁的儿子麦狗闯荡温州城，寻找商机发大财。他的决定断了自己也断了孩子的退路，一家人为此分隔天涯，踏上了不同的道路。女儿阿雨远赴他乡，孤身在异国打拼，历尽商海沉浮，尝尽人间冷暖，终于开创了自己的事业，在遥远的异国他乡赢得了尊重和地位。周万顺和妻子、儿子则来到陕北，经过几番起起落落的洗礼，也一步一步向着最初的梦想迈进。近30年间，周万顺一家的人生都因他当初的那个决定发生了翻天覆地的改变，他们所经历的起伏、波折、艰辛、成功，成了一个伟大时代的缩影。,农村
祥和百年,该剧以辽南农村为背景，反映了隋久祥兄弟四人在改革大潮兴办企业的过程中，所遇到的风风雨雨。,农村
矿山人家,上世纪九十年代末，煤市疲软，炎岭矿处境困难。老矿长李长寿病倒，煤矿也不得已停产。老劳模靳丑木一家人坐不住了，靳丑木跑到矿里发难，他的次子任一号采区队长的靳川又带着人要强行下井 …… 　　围绕开拓与守旧的观念矛盾，矿山失去了平静。新矿长的竞聘工作井然进行，靳川临危授命担任了矿长。通过一系列大刀阔斧的改革：整治小煤窑无序滥采，整合煤炭资源，改造井下设备，等，炎岭煤矿走出低谷。年轻人之间的恋情围绕着矿山改造的进程渐次展开，炎岭矿在变革和阻力中，前进形势越来越好。,
无影灯下,陆亚南、陈羽静、何美芬、潘嘉辉从医学院毕业，进入安然医院。紧张的工作和频发的意外使他们对医生有了深刻的理解。医院泌尿外科主任萧克明成熟冷静、谨慎小心，副主任钟立伟玩世不恭、正直张扬。两人性格迥异，在生活、工作方式、培养年轻医生等问题上经常发生冲突。患者李中天离奇死亡，给陆亚南留下了巨额遗产，陆亚南被李中天的儿子纠缠不休。无良律师雷震拿何美芬打赌，欺骗何美芬感情。一个精心策划的骗局和陷阱，何美芬勇敢面对。陈羽静因一次患者家属没有签字的手术而被告上法庭。陈羽静不服判决结果，顶着被医院停职的压力坚持上诉。不法分子魏德豪利用安然医院谋取不义之财，潜伏在医院内部的神秘人虎视眈眈，萧克明和钟立伟从误解到联手，为了医院和医生的名誉与清白，忍受委屈，经过曲折调查，真相最终大白，医生们迎来了一个灿烂又美好的明天。,
猎人,1948年，解放军发动了辽沈战役，个别城市先行解放。郴城就是其中之一。但是国民党潜伏特务、散兵游勇、惯盗悍匪等多重阴霾使郴城陷入了不战而乱的困境，混乱和萧条充斥这个大城市的角落。原地下党员秦天亮为了使群众在新政权下重拾生机，迎接挑战，接任了郴城军管会主任。秦天亮带领侦查处处长技连才、保卫处处长孙大虎以及国外留学回国的侦查顾问耶律麒开展了一场脱胎换骨的改造工作。耶律麒对新政权一直抱着怀疑态度，虽是私家侦探专家，却一直本着一天和尚撞一天钟的态度与军管会各级干部始终保持距离。但他在这些共产党人新同行的感召下，在榜样的影响下终于变成了一名坚强的战士，发挥自己的推理特长，抽丝剥茧层层深入，在领导的运筹和同事的帮助下，最终粉碎了潜伏特务企图暗杀中央领导人的阴谋。,
愤怒的天使,讲述了抗日战争后期，围绕我国科学家研制出的盘尼西林（青霉素）菌种和配方，日本特高课、国民党军统特务、上海黑帮组织等多方势力交相争夺，中共地下党人竭力保护的谍战悬疑故事。毫无政治意识的外科医生陈慧琳历经风雨终于拿起了复仇的手术刀；表面温文尔雅的心理医生西义敏郎转身变为日本间谍；让人看了恨之入骨的皇协军张东洋转身后却成为惊天地、泣鬼魂的地下党人；疯疯颠颠的太平间老头，最后你会发现那就是日本人到处抓捕的共产党地下组织领导人“虞美人”……,
银楼,《银楼》以上海滩早年的风云人物郑家为原形，展示了曾在上海布满银楼、钱庄、布店的郑公家族从鼎盛走向衰落的经过，同时介绍了许家大小姐文丽如何从一无所有境况中崛起而成为商界巨头的经历。,
上海女性,三位女性极富传奇色彩的人生经历，大上海半个世纪的风云变迁。,
谎言的代价,下岗女工郑雨岚的丈夫在海滨同经理游泳时，突遇风浪。在救起两名女青年后，自己不幸遇难。他的父亲患重病住院，急需治疗费，经济拮据的郑雨岚无奈之下向经理借款五千元。雨岚的嫂子陆雯丽，则想借救人一事，让经理的父亲——省监狱局局长提前释放自己的丈夫……,
游戏规则,电视剧《游戏规则》通过描写在新世纪的经济大潮中，四个主人公在经历金钱与道德的冲突、较量、爱恨的纠缠后，回归道德与人性的故事。,
牦牛岁月,本剧以藏汉三代人的曲折命运为主线，通过兄弟情仇、江湖恩怨、家国情怀的情感纠葛，真实再现了蔵汉民族在特殊历史背景下，为坚守心中的大情大爱大义所付出的牺牲，谱写了一曲民族团结之歌。,
龙年档案,卧薪尝胆10年之后，罗成出任天州市市长，他富有想法和创造力，一上任就展开了轰轰烈烈的改革，但是却任重道远。一方面市委书记龙福海、竞争对手副书记兼副市长贾尚文不配合改革，另一方面市里出现的黑枪事件，龙福海的儿子涉嫌走私案件等等，都大大阻挠了改革前进的步伐。最后，在省委书记和省报记者叶眉的支持下，罗成顶住了压力。但是在关键时刻，罗成却因肺病住院，而这时省委调查组应龙福海的要求进驻天州市，斗争愈演愈烈。,
